Label,lumMean,lumSD,area,lwMean,lwSD,mwMean,mwSD,swMean,swSD,vsMean,vsSD,dblMean,dblSD
vioolsdrif_dinteri.brevis_FGH/3378_3381_b7,0.223695007,0.065949240,23899,0.223695007,0.065949240,0.176193170,0.058296981,0.127101874,0.049292145,0.100309937,0.035990594,0.182343739,0.058377578
vioolsdrif_dinteri.brevis_FGH/3378_3381_b8,0.218682988,0.056323800,115138,0.218682988,0.056323800,0.159615564,0.049345894,0.134009889,0.048973857,0.131242046,0.044292817,0.172590405,0.047267251
vioolsdrif_dinteri.brevis_FGH/3378_3381_b9,0.383073756,0.084255013,211146,0.383073756,0.084255013,0.219784619,0.075413903,0.160474109,0.064960223,0.140614331,0.050947106,0.259157372,0.074102948
vioolsdrif_dinteri.brevis_FGH/3378_3381_c1,0.168044170,0.034626131,15947,0.168044170,0.034626131,0.079686928,0.024890715,0.042903754,0.018956083,0.043326648,0.013043316,0.099306888,0.025068577
vioolsdrif_dinteri.brevis_FGH/3378_3381_p1,0.538987526,0.093744779,924048,0.538987526,0.093744779,0.417662391,0.098383351,0.349478260,0.098040031,0.289509234,0.082808422,0.444384552,0.095809961
vioolsdrif_dinteri.brevis_FGH/3378_3381_p2,0.538987526,0.093744779,924048,0.538987526,0.093744779,0.417662391,0.098383351,0.349478260,0.098040031,0.289509234,0.082808422,0.444384552,0.095809961
vioolsdrif_dinteri.brevis_FGH/3378_3381_p3,0.538987526,0.093744779,924048,0.538987526,0.093744779,0.417662391,0.098383351,0.349478260,0.098040031,0.289509234,0.082808422,0.444384552,0.095809961
vioolsdrif_dinteri.brevis_FGH/3378_3381_p4,0.505192319,0.092555221,866002,0.505192319,0.092555221,0.462106321,0.102608769,0.433789666,0.108882429,0.386789070,0.102304924,0.471136827,0.099449984
vioolsdrif_dinteri.brevis_FGH/3378_3381_p5,0.505192319,0.092555221,866002,0.505192319,0.092555221,0.462106321,0.102608769,0.433789666,0.108882429,0.386789070,0.102304924,0.471136827,0.099449984
vioolsdrif_dinteri.brevis_FGH/3378_3381_p6,0.218682988,0.056323800,115138,0.218682988,0.056323800,0.159615564,0.049345894,0.134009889,0.048973857,0.131242046,0.044292817,0.172590405,0.047267251
vioolsdrif_dinteri.brevis_FGH/3378_3381_p7,0.218682988,0.056323800,115138,0.218682988,0.056323800,0.159615564,0.049345894,0.134009889,0.048973857,0.131242046,0.044292817,0.172590405,0.047267251
Vrede_Hallii_IH/0765_0768_a1,0.236491978,0.074019286,174906,0.236491978,0.074019286,0.155562881,0.047798791,0.101121092,0.032279686,0.075002911,0.021972277,0.170523738,0.052753837
Vrede_Hallii_IH/0765_0768_a2,0.206423032,0.068599311,183139,0.206423032,0.068599311,0.140657576,0.048532178,0.087733703,0.032644062,0.062244455,0.021272754,0.151303085,0.051661775
Vrede_Hallii_IH/0765_0768_a3,0.229280975,0.074399465,207519,0.229280975,0.074399465,0.153565515,0.050292219,0.098183794,0.034489013,0.070343355,0.022808900,0.166862541,0.054528954
Vrede_Hallii_IH/0765_0768_b1,0.470047343,0.046914362,4844,0.470047343,0.046914362,0.393479233,0.048640097,0.344040997,0.050312545,0.286152875,0.042184242,0.409335889,0.047425346
Vrede_Hallii_IH/0765_0768_c1,0.164938953,0.088230060,20447,0.164938953,0.088230060,0.095785072,0.068855802,0.052376823,0.051724169,0.035693237,0.032123030,0.108801453,0.069767284
Vrede_Hallii_IH/0765_0768_c10,0.293309663,0.089941514,19222,0.293309663,0.089941514,0.157715507,0.073612791,0.094455421,0.050182903,0.067905263,0.030870195,0.187793309,0.072215965
Vrede_Hallii_IH/0765_0768_c11,0.190305464,0.076051446,29428,0.190305464,0.076051446,0.103636988,0.057812867,0.057928707,0.040535188,0.042313744,0.025308112,0.121414440,0.058255054
Vrede_Hallii_IH/0765_0768_c12,0.181333882,0.067463674,24117,0.181333882,0.067463674,0.095168827,0.056641036,0.051772085,0.041989383,0.038109645,0.029549915,0.112983329,0.055174530
Vrede_Hallii_IH/0765_0768_c13,0.162016653,0.066632733,54684,0.162016653,0.066632733,0.093472432,0.052651041,0.051089158,0.037978788,0.036724934,0.025686490,0.106286288,0.052878964
Vrede_Hallii_IH/0765_0768_c14,0.124773592,0.060240412,45174,0.124773592,0.060240412,0.079247755,0.054507941,0.044037990,0.041980983,0.031305943,0.027758533,0.086316573,0.052727684
Vrede_Hallii_IH/0765_0768_c15,0.124773592,0.060240412,45174,0.124773592,0.060240412,0.079247755,0.054507941,0.044037990,0.041980983,0.031305943,0.027758533,0.086316573,0.052727684
Vrede_Hallii_IH/0765_0768_c2,0.182735502,0.067149753,22174,0.182735502,0.067149753,0.098432786,0.055911424,0.053212210,0.040621340,0.036240697,0.024552277,0.115672461,0.054977481
Vrede_Hallii_IH/0765_0768_c3,0.169396299,0.058855152,18019,0.169396299,0.058855152,0.087816898,0.047561412,0.046695688,0.033955909,0.032893729,0.020757750,0.104790339,0.046824842
Vrede_Hallii_IH/0765_0768_c4,0.224394786,0.085920503,27657,0.224394786,0.085920503,0.121468563,0.078630366,0.072257011,0.058091710,0.052727106,0.035792825,0.143723060,0.075426283
Vrede_Hallii_IH/0765_0768_c5,0.224394786,0.085920503,27657,0.224394786,0.085920503,0.121468563,0.078630366,0.072257011,0.058091710,0.052727106,0.035792825,0.143723060,0.075426283
Vrede_Hallii_IH/0765_0768_c6,0.224394786,0.085920503,27657,0.224394786,0.085920503,0.121468563,0.078630366,0.072257011,0.058091710,0.052727106,0.035792825,0.143723060,0.075426283
Vrede_Hallii_IH/0765_0768_c7,0.219846694,0.076957518,17719,0.219846694,0.076957518,0.110597423,0.056171522,0.060209026,0.037224980,0.041950252,0.023256566,0.134520214,0.057066787
Vrede_Hallii_IH/0765_0768_c8,0.219846694,0.076957518,17719,0.219846694,0.076957518,0.110597423,0.056171522,0.060209026,0.037224980,0.041950252,0.023256566,0.134520214,0.057066787
Vrede_Hallii_IH/0765_0768_c9,0.288872802,0.108622687,26939,0.288872802,0.108622687,0.151181972,0.092204875,0.090923624,0.065361838,0.065171227,0.040513364,0.182249602,0.090003582
Vrede_Hallii_IH/0771_0774_a1,0.333782569,0.067268989,106047,0.333782569,0.067268989,0.210408839,0.043444292,0.132983570,0.027154534,0.104175207,0.017533676,0.235439505,0.047697207
Vrede_Hallii_IH/0771_0774_a2,0.332419268,0.051096822,84709,0.332419268,0.051096822,0.213922986,0.039063048,0.138206497,0.026528211,0.108324757,0.017127960,0.237793977,0.039790789
Vrede_Hallii_IH/0771_0774_a3,0.303729647,0.057787188,101932,0.303729647,0.057787188,0.198517440,0.037408025,0.128374559,0.024887030,0.101160380,0.016455796,0.219153140,0.040883926
Vrede_Hallii_IH/0771_0774_b1,0.608525410,0.074009271,48279,0.608525410,0.074009271,0.448254603,0.068233014,0.341361996,0.055047102,0.259952337,0.037567470,0.481511731,0.066446931
Vrede_Hallii_IH/0771_0774_b2,0.271411305,0.084229594,69255,0.271411305,0.084229594,0.237954440,0.072670333,0.201165147,0.064749056,0.170573320,0.050305357,0.242201019,0.074104186
Vrede_Hallii_IH/0771_0774_b3,0.362757106,0.109675046,9412,0.362757106,0.109675046,0.264882574,0.089869411,0.196768151,0.065365832,0.150738216,0.043601636,0.283911093,0.090511857
Vrede_Hallii_IH/0771_0774_b4,0.332411358,0.087422648,384321,0.332411358,0.087422648,0.196121816,0.061210198,0.152163510,0.055299647,0.138068774,0.044787631,0.229436677,0.065161556
Vrede_Hallii_IH/0771_0774_b5,0.265018591,0.110788798,297627,0.265018591,0.110788798,0.200368593,0.086507488,0.154971579,0.070137277,0.130937995,0.048244797,0.212576576,0.090002806
Vrede_Hallii_IH/0771_0774_b6,0.506105703,0.156052979,11984,0.506105703,0.156052979,0.347781117,0.112367776,0.245846147,0.081590450,0.182263258,0.055001983,0.380485269,0.120231017
Vrede_Hallii_IH/0771_0774_b7,0.591576908,0.168902199,1890,0.591576908,0.168902199,0.477316005,0.146870261,0.397815338,0.123152129,0.307274838,0.088938115,0.500621649,0.149852873
Vrede_Hallii_IH/0771_0774_c1,0.180091586,0.069844084,21596,0.180091586,0.069844084,0.080259029,0.055252145,0.045095657,0.041201451,0.044466340,0.025397813,0.103588522,0.054720520
Vrede_Hallii_IH/0771_0774_c2,0.176130801,0.068413476,52667,0.176130801,0.068413476,0.082903110,0.051877601,0.044972745,0.038215025,0.043867504,0.025398198,0.103722518,0.052226175
Vrede_Hallii_IH/0771_0774_c3,0.169817581,0.070985647,15937,0.169817581,0.070985647,0.076275929,0.057027695,0.039810275,0.043531334,0.039945751,0.029321305,0.097336121,0.056574871
Vrede_Hallii_IH/0771_0774_c4,0.155577786,0.067679048,40637,0.155577786,0.067679048,0.077469653,0.059076123,0.042740682,0.046408302,0.041326689,0.030323622,0.094379446,0.057646281
Vrede_Hallii_IH/0771_0774_c5,0.152868325,0.062221447,10758,0.152868325,0.062221447,0.070470210,0.049252853,0.037364502,0.037335903,0.039331178,0.026369815,0.088803304,0.049376150
Vrede_Hallii_IH/0771_0774_c6,0.180431043,0.067181543,15649,0.180431043,0.067181543,0.084379613,0.050736404,0.047820430,0.037051596,0.047068193,0.024904782,0.106306692,0.051186476
Vrede_Hallii_IH/0771_0774_c7,0.193014361,0.089341366,21392,0.193014361,0.089341366,0.086892553,0.069718614,0.048439397,0.050455510,0.047951802,0.033376968,0.111607039,0.070785827
Vrede_Hallii_IH/0771_0774_p1,0.332411358,0.087422648,384321,0.332411358,0.087422648,0.196121816,0.061210198,0.152163510,0.055299647,0.138068774,0.044787631,0.229436677,0.065161556
Vrede_Hallii_IH/0771_0774_p2,0.332411358,0.087422648,384321,0.332411358,0.087422648,0.196121816,0.061210198,0.152163510,0.055299647,0.138068774,0.044787631,0.229436677,0.065161556
Vrede_Hallii_IH/0771_0774_p3,0.332411358,0.087422648,384321,0.332411358,0.087422648,0.196121816,0.061210198,0.152163510,0.055299647,0.138068774,0.044787631,0.229436677,0.065161556
Vrede_Hallii_IH/0771_0774_p4,0.332411358,0.087422648,384321,0.332411358,0.087422648,0.196121816,0.061210198,0.152163510,0.055299647,0.138068774,0.044787631,0.229436677,0.065161556
Vrede_Hallii_IH/0777_0780_a1-1,0.250494198,0.085384386,63151,0.250494198,0.085384386,0.140461296,0.080259356,0.092875618,0.065091610,0.077880687,0.045554943,0.165162402,0.077126772
Vrede_Hallii_IH/0777_0780_a2,0.364215006,0.059191292,48008,0.364215006,0.059191292,0.230777824,0.054564997,0.148135349,0.037303879,0.109854726,0.022734809,0.257988874,0.052779547
Vrede_Hallii_IH/0777_0780_a3,0.328920450,0.063270056,60109,0.328920450,0.063270056,0.201942388,0.050431459,0.125404949,0.032225579,0.094558023,0.019504868,0.227968268,0.051024684
Vrede_Hallii_IH/0777_0780_b1,0.382863306,0.068864598,64537,0.382863306,0.068864598,0.316755102,0.066446104,0.273012645,0.063376516,0.237173280,0.055092996,0.330080179,0.066540731
Vrede_Hallii_IH/0777_0780_b10,0.380889588,0.093618227,95974,0.380889588,0.093618227,0.246797925,0.072753696,0.179196181,0.058075754,0.143037777,0.043503486,0.276480763,0.075540834
Vrede_Hallii_IH/0777_0780_b2,0.140294087,0.055045380,331467,0.140294087,0.055045380,0.120034129,0.051399283,0.089162910,0.042298306,0.077500775,0.031403740,0.120597444,0.050325459
Vrede_Hallii_IH/0777_0780_b3,0.327986648,0.048013803,6199,0.327986648,0.048013803,0.245938983,0.044496431,0.206457547,0.041692325,0.181944803,0.036678330,0.264014723,0.043864501
Vrede_Hallii_IH/0777_0780_b4,0.504512696,0.128008047,18161,0.504512696,0.128008047,0.390828437,0.114362488,0.306569602,0.098914569,0.235826098,0.071601118,0.413038787,0.114506381
Vrede_Hallii_IH/0777_0780_b5,0.303257121,0.091954937,241896,0.303257121,0.091954937,0.230596697,0.076738109,0.180365459,0.066660335,0.148284193,0.051021069,0.244242329,0.078445031
Vrede_Hallii_IH/0777_0780_b6,0.149259809,0.066417575,49521,0.149259809,0.066417575,0.150914924,0.068359092,0.112678234,0.054150085,0.090592442,0.037776799,0.143884338,0.065250959
Vrede_Hallii_IH/0777_0780_b7,0.193263377,0.066413934,263636,0.193263377,0.066413934,0.144291462,0.047424260,0.111801056,0.037478535,0.099216234,0.028050270,0.153198324,0.050522186
Vrede_Hallii_IH/0777_0780_b8,0.401488856,0.076080437,140130,0.401488856,0.076080437,0.339157849,0.067611328,0.300629220,0.062115544,0.265055174,0.051128013,0.352197295,0.068769315
Vrede_Hallii_IH/0777_0780_b9,0.459924522,0.147842179,182568,0.459924522,0.147842179,0.410105025,0.152250905,0.358668328,0.144708220,0.294840255,0.116921704,0.418086170,0.150148982
Vrede_Hallii_IH/0777_0780_c1,0.221263608,0.077638623,39269,0.221263608,0.077638623,0.129241613,0.069335847,0.083515569,0.051989886,0.068737620,0.032605504,0.148912928,0.066320263
Vrede_Hallii_IH/0777_0780_c10,0.220892270,0.070700345,61509,0.220892270,0.070700345,0.116504439,0.065110122,0.074425261,0.051202176,0.063185505,0.034371180,0.140287887,0.062234315
Vrede_Hallii_IH/0777_0780_c11,0.220892270,0.070700345,61509,0.220892270,0.070700345,0.116504439,0.065110122,0.074425261,0.051202176,0.063185505,0.034371180,0.140287887,0.062234315
Vrede_Hallii_IH/0777_0780_c12,0.228333689,0.070906337,37305,0.228333689,0.070906337,0.121351432,0.065300674,0.078032351,0.050520948,0.066844639,0.033842896,0.145770988,0.062284663
Vrede_Hallii_IH/0777_0780_c2,0.221263608,0.077638623,39269,0.221263608,0.077638623,0.129241613,0.069335847,0.083515569,0.051989886,0.068737620,0.032605504,0.148912928,0.066320263
Vrede_Hallii_IH/0777_0780_c3,0.221263608,0.077638623,39269,0.221263608,0.077638623,0.129241613,0.069335847,0.083515569,0.051989886,0.068737620,0.032605504,0.148912928,0.066320263
Vrede_Hallii_IH/0777_0780_c4,0.209479063,0.058010635,32423,0.209479063,0.058010635,0.106732875,0.048578023,0.062987199,0.037321540,0.052155964,0.023124265,0.129672866,0.046387807
Vrede_Hallii_IH/0777_0780_c5,0.225558061,0.063396941,22330,0.225558061,0.063396941,0.119857066,0.058735774,0.075799055,0.045042183,0.065552851,0.030616156,0.143637815,0.055040114
Vrede_Hallii_IH/0777_0780_c6,0.226580681,0.075354662,29177,0.226580681,0.075354662,0.119297658,0.066028042,0.075975110,0.052944662,0.066580637,0.039003743,0.143651301,0.064200324
Vrede_Hallii_IH/0777_0780_c7,0.226580681,0.075354662,29177,0.226580681,0.075354662,0.119297658,0.066028042,0.075975110,0.052944662,0.066580637,0.039003743,0.143651301,0.064200324
Vrede_Hallii_IH/0777_0780_c8,0.226580681,0.075354662,29177,0.226580681,0.075354662,0.119297658,0.066028042,0.075975110,0.052944662,0.066580637,0.039003743,0.143651301,0.064200324
Vrede_Hallii_IH/0777_0780_c9,0.164408198,0.051599565,23227,0.164408198,0.051599565,0.083510038,0.043395634,0.046365480,0.031513418,0.041506152,0.022353869,0.100778039,0.042120860
Vrede_Hallii_IH/0777_0780_p1,0.140294087,0.055045380,331467,0.140294087,0.055045380,0.120034129,0.051399283,0.089162910,0.042298306,0.077500775,0.031403740,0.120597444,0.050325459
Vrede_Hallii_IH/0777_0780_p2,0.401488856,0.076080437,140130,0.401488856,0.076080437,0.339157849,0.067611328,0.300629220,0.062115544,0.265055174,0.051128013,0.352197295,0.068769315
Vrede_Hallii_IH/0777_0780_p3,0.459924522,0.147842179,182568,0.459924522,0.147842179,0.410105025,0.152250905,0.358668328,0.144708220,0.294840255,0.116921704,0.418086170,0.150148982
Vrede_Hallii_IH/0777_0780_p4,0.380889588,0.093618227,95974,0.380889588,0.093618227,0.246797925,0.072753696,0.179196181,0.058075754,0.143037777,0.043503486,0.276480763,0.075540834
Vrede_Hallii_IH/0782_0786_a1,0.183476773,0.049467157,89133,0.183476773,0.049467157,0.113808803,0.037721304,0.073898223,0.029809857,0.063512710,0.022715026,0.127766940,0.039253632
Vrede_Hallii_IH/0782_0786_a2,0.234359918,0.049306757,43744,0.234359918,0.049306757,0.136581467,0.041037588,0.084664875,0.031563742,0.068094019,0.022108498,0.157241255,0.041150430
Vrede_Hallii_IH/0782_0786_a3,0.302921305,0.099295206,20270,0.302921305,0.099295206,0.247573510,0.076863225,0.194053337,0.059222509,0.155483086,0.040898634,0.256062687,0.079101639
Vrede_Hallii_IH/0782_0786_b1,0.267929986,0.112825785,17081,0.267929986,0.112825785,0.211861153,0.091252970,0.162592026,0.071389556,0.132105198,0.051728079,0.221130818,0.094214876
Vrede_Hallii_IH/0782_0786_b2,0.118070241,0.051569851,1276090,0.118070241,0.051569851,0.096735884,0.042108759,0.076604565,0.034353238,0.074932760,0.024333811,0.099357863,0.042325376
Vrede_Hallii_IH/0782_0786_b3,0.240082532,0.057835444,35158,0.240082532,0.057835444,0.177684469,0.056726592,0.134085132,0.054930967,0.113222848,0.044284680,0.189187776,0.056313671
Vrede_Hallii_IH/0782_0786_b4,0.036830480,0.029863561,294948,0.036830480,0.029863561,0.039169968,0.026466449,0.023912747,0.021830719,0.029877062,0.016073324,0.035012021,0.026249006
Vrede_Hallii_IH/0782_0786_b5,0.103366652,0.064681662,70879,0.103366652,0.064681662,0.092337611,0.050753074,0.073846017,0.042530790,0.071228774,0.031601220,0.091901641,0.053055692
Vrede_Hallii_IH/0782_0786_c1,0.137610430,0.049645154,46785,0.137610430,0.049645154,0.071027810,0.042721839,0.039170481,0.034552110,0.036121153,0.023275086,0.085001704,0.041244245
Vrede_Hallii_IH/0782_0786_c10,0.156905402,0.056792273,20607,0.156905402,0.056792273,0.081241743,0.050215206,0.046849780,0.039620681,0.043672652,0.025391268,0.097503726,0.048248000
Vrede_Hallii_IH/0782_0786_c11,0.156905402,0.056792273,20607,0.156905402,0.056792273,0.081241743,0.050215206,0.046849780,0.039620681,0.043672652,0.025391268,0.097503726,0.048248000
Vrede_Hallii_IH/0782_0786_c12,0.156905402,0.056792273,20607,0.156905402,0.056792273,0.081241743,0.050215206,0.046849780,0.039620681,0.043672652,0.025391268,0.097503726,0.048248000
Vrede_Hallii_IH/0782_0786_c13,0.113740265,0.055626587,22732,0.113740265,0.055626587,0.066472885,0.048402098,0.038749675,0.038700759,0.038754175,0.024994778,0.075289982,0.047201828
Vrede_Hallii_IH/0782_0786_c14,0.154853219,0.066566029,16664,0.154853219,0.066566029,0.074385647,0.057015946,0.042016566,0.045335647,0.040825132,0.028530700,0.092403915,0.056479340
Vrede_Hallii_IH/0782_0786_c15,0.210173996,0.048179525,16144,0.210173996,0.048179525,0.120167632,0.044165591,0.074339712,0.032462934,0.060863157,0.020879788,0.139450269,0.042280026
Vrede_Hallii_IH/0782_0786_c16,0.166469847,0.050831797,15034,0.166469847,0.050831797,0.076300695,0.041599482,0.041510126,0.031336493,0.038846141,0.020075036,0.096863127,0.040608749
Vrede_Hallii_IH/0782_0786_c2,0.137610430,0.049645154,46785,0.137610430,0.049645154,0.071027810,0.042721839,0.039170481,0.034552110,0.036121153,0.023275086,0.085001704,0.041244245
Vrede_Hallii_IH/0782_0786_c3,0.137610430,0.049645154,46785,0.137610430,0.049645154,0.071027810,0.042721839,0.039170481,0.034552110,0.036121153,0.023275086,0.085001704,0.041244245
Vrede_Hallii_IH/0782_0786_c4,0.133993261,0.049429541,28218,0.133993261,0.049429541,0.073599521,0.040735377,0.042218293,0.031997686,0.039395208,0.023806333,0.085890657,0.040443208
Vrede_Hallii_IH/0782_0786_c6,0.139115394,0.062574105,20334,0.139115394,0.062574105,0.091524367,0.045913869,0.057627504,0.033261871,0.049074169,0.022567519,0.099863157,0.047810653
Vrede_Hallii_IH/0782_0786_c6,0.155715233,0.046488055,16796,0.155715233,0.046488055,0.082638481,0.037614859,0.048651534,0.027389541,0.044276742,0.017591579,0.098390629,0.037093251
Vrede_Hallii_IH/0782_0786_c7,0.141639900,0.054953161,20960,0.141639900,0.054953161,0.073105623,0.043970672,0.041536456,0.032395947,0.039524935,0.022051873,0.087869198,0.043803941
Vrede_Hallii_IH/0782_0786_c8,0.141873643,0.054490547,20960,0.141873643,0.054490547,0.073218039,0.043685646,0.041660313,0.032152628,0.039565160,0.021672038,0.088015194,0.043453763
Vrede_Hallii_IH/0782_0786_c9,0.217919845,0.054434549,28947,0.217919845,0.054434549,0.139525106,0.045282907,0.090897505,0.033016818,0.073281451,0.021713532,0.155046635,0.045388838
Vrede_Hallii_IH/0782_0786_p1,0.118070241,0.051569851,1276090,0.118070241,0.051569851,0.096735884,0.042108759,0.076604565,0.034353238,0.074932760,0.024333811,0.099357863,0.042325376
Vrede_Hallii_IH/0789_0792_a1,0.284256132,0.066992712,104064,0.284256132,0.066992712,0.187403736,0.055267389,0.124765341,0.045278657,0.096689165,0.033154583,0.206369234,0.056577475
Vrede_Hallii_IH/0789_0792_a2,0.272848846,0.064608397,74517,0.272848846,0.064608397,0.174310268,0.050535929,0.113774313,0.037444989,0.089246753,0.025832792,0.194075979,0.052024124
Vrede_Hallii_IH/0789_0792_b1,0.486879264,0.101246860,5394,0.486879264,0.101246860,0.379945021,0.095993939,0.303093388,0.081491922,0.236106539,0.057322719,0.401053382,0.093813286
Vrede_Hallii_IH/0789_0792_b10,0.108006670,0.062932578,45968,0.108006670,0.062932578,0.089982608,0.049394572,0.061463354,0.038389907,0.052251231,0.026173897,0.090027779,0.051238945
Vrede_Hallii_IH/0789_0792_b11,0.122433968,0.058286994,31705,0.122433968,0.058286994,0.086114081,0.043441405,0.052451989,0.031046905,0.043100204,0.020189789,0.090807263,0.045290954
Vrede_Hallii_IH/0789_0792_b2,0.371326796,0.076390810,214529,0.371326796,0.076390810,0.331600720,0.071918919,0.297095895,0.066775286,0.259520778,0.055260827,0.338291106,0.072294821
Vrede_Hallii_IH/0789_0792_b3,0.085369003,0.031810815,13184,0.085369003,0.031810815,0.074804109,0.026080206,0.045567993,0.019579140,0.038786357,0.013662032,0.072530209,0.026440819
Vrede_Hallii_IH/0789_0792_b4,0.218442028,0.072171935,410505,0.218442028,0.072171935,0.170754707,0.058192719,0.135911429,0.051763877,0.116694821,0.039535659,0.179114727,0.059838749
Vrede_Hallii_IH/0789_0792_b5,0.134215441,0.060700181,127919,0.134215441,0.060700181,0.104229132,0.044357087,0.075720381,0.036074742,0.067421722,0.026998605,0.107752275,0.047220484
Vrede_Hallii_IH/0789_0792_b6,0.265734352,0.102303420,85349,0.265734352,0.102303420,0.182938651,0.072757518,0.127527231,0.056800659,0.100150109,0.041707780,0.198893281,0.078659815
Vrede_Hallii_IH/0789_0792_b7,0.241978463,0.050666976,1069790,0.241978463,0.050666976,0.177571516,0.034784042,0.131398469,0.026714427,0.107125001,0.018619354,0.189324594,0.036646222
Vrede_Hallii_IH/0789_0792_b8,0.092949544,0.025337817,37908,0.092949544,0.025337817,0.097114654,0.025107301,0.082875723,0.025228613,0.079783424,0.022094590,0.092758043,0.024887069
Vrede_Hallii_IH/0789_0792_b9,0.090929450,0.034009702,60579,0.090929450,0.034009702,0.089666591,0.030389828,0.067314163,0.026235328,0.060780698,0.019218899,0.085704367,0.030324982
Vrede_Hallii_IH/0789_0792_c1,0.147156480,0.055673182,32383,0.147156480,0.055673182,0.084115104,0.041138347,0.047782241,0.030511943,0.040828711,0.020296693,0.096287125,0.042556916
Vrede_Hallii_IH/0789_0792_c2,0.183537985,0.064046492,23189,0.183537985,0.064046492,0.105206546,0.043497105,0.061610631,0.030412384,0.051301900,0.020204487,0.120936583,0.046431854
Vrede_Hallii_IH/0789_0792_c3,0.202008144,0.068679538,46521,0.202008144,0.068679538,0.113754710,0.058448211,0.068972240,0.046458234,0.058922223,0.031960129,0.132211455,0.058181142
Vrede_Hallii_IH/0789_0792_c4,0.138933254,0.046934658,22940,0.138933254,0.046934658,0.083334094,0.040832464,0.048135635,0.032118706,0.042079124,0.021444136,0.093401533,0.039895446
Vrede_Hallii_IH/0789_0792_c5,0.128614768,0.046912611,23574,0.128614768,0.046912611,0.075067488,0.036189716,0.041345218,0.027603906,0.036707666,0.018223824,0.084642902,0.036582643
Vrede_Hallii_IH/0789_0792_c6,0.179863571,0.061375867,32486,0.179863571,0.061375867,0.109842285,0.044980788,0.066617307,0.032710094,0.055189209,0.022167828,0.123060608,0.046695038
Vrede_Hallii_IH/0789_0792_c7,0.140594892,0.038625731,18224,0.140594892,0.038625731,0.078546861,0.030071550,0.041134329,0.021511688,0.034590975,0.013481806,0.090245402,0.029924868
Vrede_Hallii_IH/0789_0792_c8,0.196005544,0.062772411,28674,0.196005544,0.062772411,0.113995857,0.047128736,0.069207339,0.034141940,0.057106439,0.022370718,0.130641980,0.048245984
Vrede_Hallii_IH/0789_0792_p1,0.218442028,0.072171935,410505,0.218442028,0.072171935,0.170754707,0.058192719,0.135911429,0.051763877,0.116694821,0.039535659,0.179114727,0.059838749
Vrede_Hallii_IH/0789_0792_p2,0.218442028,0.072171935,410505,0.218442028,0.072171935,0.170754707,0.058192719,0.135911429,0.051763877,0.116694821,0.039535659,0.179114727,0.059838749
Vrede_Hallii_IH/0789_0792_p3,0.241947804,0.050478568,1069790,0.241947804,0.050478568,0.177539795,0.034679932,0.131409510,0.026655221,0.107169183,0.018585444,0.189298835,0.036509963
Vrede_Hallii_IH/0789_0792_p4,0.241947804,0.050478568,1069790,0.241947804,0.050478568,0.177539795,0.034679932,0.131409510,0.026655221,0.107169183,0.018585444,0.189298835,0.036509963
Vrede_Hallii_IH/0789_0792_p5,0.241947804,0.050478568,1069790,0.241947804,0.050478568,0.177539795,0.034679932,0.131409510,0.026655221,0.107169183,0.018585444,0.189298835,0.036509963
Vrede_Hallii_IH/0789_0792_p6,0.241947804,0.050478568,1069790,0.241947804,0.050478568,0.177539795,0.034679932,0.131409510,0.026655221,0.107169183,0.018585444,0.189298835,0.036509963
Vrede_Hallii_IH/0794_0798_a1,0.251156910,0.046582301,69245,0.251156910,0.046582301,0.167941886,0.032519217,0.120951424,0.021780594,0.100053465,0.014552962,0.184903826,0.034135995
Vrede_Hallii_IH/0794_0798_a2,0.250232244,0.054976060,59224,0.250232244,0.054976060,0.158374573,0.038359063,0.109511875,0.027366576,0.089493306,0.020067180,0.177480170,0.041069982
Vrede_Hallii_IH/0794_0798_a3,0.259214609,0.042204728,46492,0.259214609,0.042204728,0.172480201,0.031821706,0.124131514,0.020909047,0.102733279,0.013577778,0.190212319,0.032463481
Vrede_Hallii_IH/0794_0798_b1,0.306329379,0.091024899,5231,0.306329379,0.091024899,0.220741698,0.067284217,0.151759449,0.049023903,0.111348357,0.030367945,0.235805104,0.070375348
Vrede_Hallii_IH/0794_0798_b2,0.273906925,0.077823571,63128,0.273906925,0.077823571,0.170533333,0.059468830,0.127408931,0.050012288,0.109449201,0.040007217,0.194121417,0.062284630
Vrede_Hallii_IH/0794_0798_b3,0.423151779,0.052906201,1838,0.423151779,0.052906201,0.309239818,0.043679627,0.224193984,0.032355891,0.168890595,0.020668735,0.330826538,0.043173101
Vrede_Hallii_IH/0794_0798_b4,0.206560304,0.065735232,89307,0.206560304,0.065735232,0.153265539,0.049602110,0.111203539,0.038871284,0.090597313,0.028219726,0.162088566,0.051941716
Vrede_Hallii_IH/0794_0798_b5,0.365250831,0.126440143,54233,0.365250831,0.126440143,0.275693238,0.094886600,0.198278069,0.070539080,0.145968917,0.048227085,0.291086334,0.100339400
Vrede_Hallii_IH/0794_0798_b6,0.324546667,0.076586220,134511,0.324546667,0.076586220,0.242919278,0.067380022,0.194958966,0.061571115,0.166272451,0.049082562,0.259861130,0.067601287
Vrede_Hallii_IH/0794_0798_c1,0.189979802,0.054792380,41531,0.189979802,0.054792380,0.101672044,0.044093037,0.061939083,0.034364357,0.051333652,0.022260686,0.120872208,0.043720881
