,Label,lumMean,lumSD,area,lwMean,lwSD,swMean,swSD
31947,pofadder_fulleri_GH/1830_1833_c2,0.119370215,0.037212852,6810,0.119370215,0.037212852,0.064715491,0.01982009
31948,pofadder_fulleri_GH/1830_1833_c3,0.126642615,0.040757,2500,0.126642615,0.040757,0.074697366,0.023504436
31949,pofadder_fulleri_GH/1830_1833_p1,0.241229861,0.072321174,37255,0.241229861,0.072321174,0.153426625,0.045118721
31950,pofadder_fulleri_GH/1842_1845_a1a,0.232481117,0.065891178,48259,0.232481117,0.065891178,0.165143967,0.043601378
31951,pofadder_fulleri_GH/1842_1845_a1b,0.241519654,0.063973778,37435,0.241519654,0.063973778,0.166865758,0.042450863
31952,pofadder_fulleri_GH/1842_1845_a2a,0.247078995,0.060444185,35784,0.247078995,0.060444185,0.167163534,0.036184146
31953,pofadder_fulleri_GH/1842_1845_a2b,0.27052439,0.058285527,43680,0.27052439,0.058285527,0.180879732,0.038062103
31954,pofadder_fulleri_GH/1842_1845_b1,0.180011748,0.050831412,28900,0.180011748,0.050831412,0.119322588,0.032656877
31955,pofadder_fulleri_GH/1842_1845_b2,0.265391124,0.093950268,52056,0.265391124,0.093950268,0.186834959,0.067687094
31956,pofadder_fulleri_GH/1842_1845_b3,0.240978619,0.080843158,71161,0.240978619,0.080843158,0.165504106,0.051787757
31957,pofadder_fulleri_GH/1842_1845_b4,0.265164268,0.098505776,26380,0.265164268,0.098505776,0.185055015,0.058438316
31958,pofadder_fulleri_GH/1842_1845_b5,0.448857644,0.111811475,601923,0.448857644,0.111811475,0.330577118,0.085187302
31959,pofadder_fulleri_GH/1842_1845_b6,0.176109667,0.052043361,2218,0.176109667,0.052043361,0.113812062,0.02779277
31960,pofadder_fulleri_GH/1842_1845_c1,0.175470454,0.041847682,21334,0.175470454,0.041847682,0.0911768,0.023755139
31961,pofadder_fulleri_GH/1842_1845_c2,0.117025151,0.02485948,9992,0.117025151,0.02485948,0.063936669,0.013358517
31962,pofadder_fulleri_GH/1842_1845_c3,0.143093362,0.032696687,25404,0.143093362,0.032696687,0.072955002,0.017650618
31963,pofadder_fulleri_GH/1842_1845_c4,0.116905779,0.029917819,9761,0.116905779,0.029917819,0.061069908,0.015608043
31964,pofadder_fulleri_GH/1842_1845_p1,0.448857644,0.111811475,601923,0.448857644,0.111811475,0.330577118,0.085187302
31965,pofadder_fulleri_GH/1842_1845_p2,0.448857644,0.111811475,601923,0.448857644,0.111811475,0.330577118,0.085187302
31966,pofadder_fulleri_GH/1848_1851_a1a,0.210809299,0.066408374,38745,0.210809299,0.066408374,0.125246549,0.033302415
31967,pofadder_fulleri_GH/1848_1851_a1b,0.202896969,0.062324514,44309,0.202896969,0.062324514,0.123447021,0.034412217
31968,pofadder_fulleri_GH/1848_1851_a2a,0.163914513,0.085343661,42948,0.163914513,0.085343661,0.104939064,0.044162244
31969,pofadder_fulleri_GH/1848_1851_a2b,0.186288555,0.09068853,31040,0.186288555,0.09068853,0.113858897,0.047508963
31970,pofadder_fulleri_GH/1848_1851_b1,0.406358028,0.111090838,23804,0.406358028,0.111090838,0.2949084,0.075355903
31971,pofadder_fulleri_GH/1848_1851_b10,0.258120839,0.074048202,11579,0.258120839,0.074048202,0.179147428,0.045760897
31972,pofadder_fulleri_GH/1848_1851_b11,0.164756381,0.026648955,672,0.164756381,0.026648955,0.075796012,0.011232479
31973,pofadder_fulleri_GH/1848_1851_b12,0.212010545,0.071410121,19058,0.212010545,0.071410121,0.142607998,0.039419861
31974,pofadder_fulleri_GH/1848_1851_b13,0.227436914,0.052807176,2432,0.227436914,0.052807176,0.111740038,0.026947568
31975,pofadder_fulleri_GH/1848_1851_b14,0.16427377,0.040705393,442,0.16427377,0.040705393,0.084743852,0.027672842
31976,pofadder_fulleri_GH/1848_1851_b15,0.229853702,0.081194675,934,0.229853702,0.081194675,0.120156871,0.040329375
31977,pofadder_fulleri_GH/1848_1851_b16,0.145285157,0.039093891,1089,0.145285157,0.039093891,0.089154853,0.021254775
31978,pofadder_fulleri_GH/1848_1851_b17,0.300839028,0.044468372,763,0.300839028,0.044468372,0.147718529,0.024760518
31979,pofadder_fulleri_GH/1848_1851_b18,0.206670905,0.058435642,764,0.206670905,0.058435642,0.107306924,0.02874857
31980,pofadder_fulleri_GH/1848_1851_b19,0.26901507,0.042169808,688,0.26901507,0.042169808,0.13704724,0.026030582
31981,pofadder_fulleri_GH/1848_1851_b2,0.207123246,0.040171461,1013,0.207123246,0.040171461,0.105370571,0.021775247
31982,pofadder_fulleri_GH/1848_1851_b20,0.291073996,0.059722939,1734,0.291073996,0.059722939,0.134996445,0.03193833
31983,pofadder_fulleri_GH/1848_1851_b21,0.342765171,0.097306382,1155,0.342765171,0.097306382,0.207259719,0.047599127
31984,pofadder_fulleri_GH/1848_1851_b22,0.10906064,0.037231841,505,0.10906064,0.037231841,0.056608936,0.017254724
31985,pofadder_fulleri_GH/1848_1851_b23,0.218123794,0.066812093,1102,0.218123794,0.066812093,0.120026969,0.040687722
31986,pofadder_fulleri_GH/1848_1851_b24,0.236893737,0.085993109,6819,0.236893737,0.085993109,0.138912175,0.048154848
31987,pofadder_fulleri_GH/1848_1851_b3,0.385409558,0.125135528,22200,0.385409558,0.125135528,0.264384913,0.066710925
31988,pofadder_fulleri_GH/1848_1851_b4,0.255071591,0.072727986,1671,0.255071591,0.072727986,0.130871064,0.042720274
31989,pofadder_fulleri_GH/1848_1851_b5,0.232205166,0.074447032,5301,0.232205166,0.074447032,0.134742867,0.045065714
31990,pofadder_fulleri_GH/1848_1851_b6,0.207875509,0.04606056,2158,0.207875509,0.04606056,0.112939901,0.022049758
31991,pofadder_fulleri_GH/1848_1851_b7,0.142962592,0.027245087,793,0.142962592,0.027245087,0.085578625,0.017071497
31992,pofadder_fulleri_GH/1848_1851_b8,0.135345336,0.033579785,377,0.135345336,0.033579785,0.059559933,0.017622076
31993,pofadder_fulleri_GH/1848_1851_b9,0.232610525,0.042353108,450,0.232610525,0.042353108,0.120404219,0.023065122
31994,pofadder_fulleri_GH/1848_1851_c1,0.104075717,0.026237445,5003,0.104075717,0.026237445,0.046686939,0.013237043
31995,pofadder_fulleri_GH/1854_1857_a1a,0.240940527,0.087311219,37427,0.240940527,0.087311219,0.14495336,0.042242224
31996,pofadder_fulleri_GH/1854_1857_a1b,0.176351038,0.075352654,19458,0.176351038,0.075352654,0.113031074,0.039854785
31997,pofadder_fulleri_GH/1854_1857_a2a,0.246426838,0.067739048,12169,0.246426838,0.067739048,0.141620425,0.035308063
31998,pofadder_fulleri_GH/1854_1857_a2b,0.241723147,0.066535722,23602,0.241723147,0.066535722,0.137538097,0.033059354
31999,pofadder_fulleri_GH/1854_1857_a3a,0.212476239,0.084247421,14161,0.212476239,0.084247421,0.125627977,0.042664264
32000,pofadder_fulleri_GH/1854_1857_b1,0.293121225,0.082237466,159747,0.293121225,0.082237466,0.183118931,0.056362301
32001,pofadder_fulleri_GH/1854_1857_b10,0.187434167,0.034805616,591,0.187434167,0.034805616,0.082660279,0.018991244
32002,pofadder_fulleri_GH/1854_1857_b11,0.336468296,0.086534523,1395,0.336468296,0.086534523,0.164180003,0.044115954
32003,pofadder_fulleri_GH/1854_1857_b12,0.22000548,0.067976356,480,0.22000548,0.067976356,0.10905189,0.031015694
32004,pofadder_fulleri_GH/1854_1857_b14,0.219656304,0.055310787,1266,0.219656304,0.055310787,0.126664857,0.036319439
32005,pofadder_fulleri_GH/1854_1857_b15,0.263330001,0.073780384,2641,0.263330001,0.073780384,0.119036885,0.039414519
32006,pofadder_fulleri_GH/1854_1857_b16,0.230001625,0.033304088,362,0.230001625,0.033304088,0.105846722,0.018043835
32007,pofadder_fulleri_GH/1854_1857_b17,0.137934167,0.024550378,1654,0.137934167,0.024550378,0.063581941,0.011488412
32008,pofadder_fulleri_GH/1854_1857_b18,0.20103322,0.037491896,594,0.20103322,0.037491896,0.093149351,0.020746099
32009,pofadder_fulleri_GH/1854_1857_b2,0.355861772,0.112526992,144387,0.355861772,0.112526992,0.207606519,0.061000796
32010,pofadder_fulleri_GH/1854_1857_b20,0.150741287,0.042507881,709,0.150741287,0.042507881,0.073686519,0.020944601
32011,pofadder_fulleri_GH/1854_1857_b3,0.234348191,0.054409111,1273,0.234348191,0.054409111,0.115113547,0.030583814
32012,pofadder_fulleri_GH/1854_1857_b4,0.17158178,0.045422191,5508,0.17158178,0.045422191,0.08764584,0.024283211
32013,pofadder_fulleri_GH/1854_1857_b5,0.21787885,0.040136838,562,0.21787885,0.040136838,0.101376763,0.017726976
32014,pofadder_fulleri_GH/1854_1857_b6,0.294268912,0.092374037,974,0.294268912,0.092374037,0.183256721,0.053363588
32015,pofadder_fulleri_GH/1854_1857_b7,0.353945751,0.084591113,2538,0.353945751,0.084591113,0.182313833,0.054501097
32016,pofadder_fulleri_GH/1854_1857_b8,0.24276286,0.047499794,922,0.24276286,0.047499794,0.101352199,0.022785503
32017,pofadder_fulleri_GH/1854_1857_b9,0.387171792,0.123861456,74895,0.387171792,0.123861456,0.179349996,0.072952955
32018,pofadder_fulleri_GH/1854_1857_p1,0.292936111,0.082351349,159747,0.292936111,0.082351349,0.182729365,0.056496049
32019,pofadder_fulleri_GH/1854_1857_p2,0.293571309,0.082618947,159747,0.293571309,0.082618947,0.182604909,0.056598912
32020,pofadder_fulleri_GH/1854_1857_p3,0.290901767,0.083335759,159747,0.290901767,0.083335759,0.180268222,0.057222146
32021,pofadder_fulleri_GH/1854_1857_p4,0.355861772,0.112526992,144387,0.355861772,0.112526992,0.207606519,0.061000796
32022,pofadder_fulleri_GH/1860_1863_a1a,0.163400202,0.049022255,61805,0.163400202,0.049022255,0.117864704,0.032900296
32023,pofadder_fulleri_GH/1860_1863_a1b,0.164643851,0.056018305,49050,0.164643851,0.056018305,0.115837374,0.034268034
32024,pofadder_fulleri_GH/1860_1863_a2a,0.206751891,0.069203414,44457,0.206751891,0.069203414,0.134434859,0.042711621
32025,pofadder_fulleri_GH/1860_1863_a2b,0.247908271,0.071938866,28381,0.247908271,0.071938866,0.149307143,0.047895261
32026,pofadder_fulleri_GH/1860_1863_a3a,0.293914529,0.074296597,45133,0.293914529,0.074296597,0.182520857,0.048591299
32027,pofadder_fulleri_GH/1860_1863_a3b,0.256733374,0.071637134,45144,0.256733374,0.071637134,0.171504362,0.047809005
32028,pofadder_fulleri_GH/1860_1863_a4a,0.161337096,0.068144907,32317,0.161337096,0.068144907,0.114123212,0.04171889
32029,pofadder_fulleri_GH/1860_1863_a4b,0.245107226,0.072300976,42204,0.245107226,0.072300976,0.162653441,0.042763862
32030,pofadder_fulleri_GH/1860_1863_b1,0.183299264,0.078856638,58197,0.183299264,0.078856638,0.105875779,0.043630034
32031,pofadder_fulleri_GH/1860_1863_b10,0.194035172,0.054752299,1355,0.194035172,0.054752299,0.103398369,0.027896986
32032,pofadder_fulleri_GH/1860_1863_b11,0.193092879,0.067702535,10780,0.193092879,0.067702535,0.097005337,0.030626572
32033,pofadder_fulleri_GH/1860_1863_b12,0.234185974,0.065997584,3406,0.234185974,0.065997584,0.117441009,0.033823396
32034,pofadder_fulleri_GH/1860_1863_b2,0.165810348,0.049095491,11380,0.165810348,0.049095491,0.094960207,0.024149952
32035,pofadder_fulleri_GH/1860_1863_b3,0.362805278,0.096652087,53483,0.362805278,0.096652087,0.231627739,0.066635669
32036,pofadder_fulleri_GH/1860_1863_b4,0.243976627,0.057046943,4610,0.243976627,0.057046943,0.132221594,0.033547261
32037,pofadder_fulleri_GH/1860_1863_b5,0.213793774,0.073154283,8530,0.213793774,0.073154283,0.096440419,0.035836321
32038,pofadder_fulleri_GH/1860_1863_b6,0.218982276,0.062328807,1328,0.218982276,0.062328807,0.122773842,0.044062524
32039,pofadder_fulleri_GH/1860_1863_b7,0.242589422,0.089752526,2688,0.242589422,0.089752526,0.124770736,0.050239834
32040,pofadder_fulleri_GH/1860_1863_b8,0.163126635,0.02121545,572,0.163126635,0.02121545,0.073704222,0.01524535
32041,pofadder_fulleri_GH/1860_1863_b9,0.270622753,0.096632726,11641,0.270622753,0.096632726,0.163046471,0.05929348
32042,pofadder_fulleri_GH/1866_1869_a1a,0.296024371,0.101173409,41460,0.296024371,0.101173409,0.178501153,0.05050262
32043,pofadder_fulleri_GH/1866_1869_a1b,0.274602797,0.082757897,66615,0.274602797,0.082757897,0.167691443,0.043489819
32044,pofadder_fulleri_GH/1866_1869_a2a,0.35114898,0.09701317,32519,0.35114898,0.09701317,0.204110476,0.045941963
32045,pofadder_fulleri_GH/1866_1869_a2b,0.332244001,0.085516414,22916,0.332244001,0.085516414,0.189038861,0.04405575
32046,pofadder_fulleri_GH/1866_1869_a3a,0.342144601,0.096404147,48781,0.342144601,0.096404147,0.184964482,0.045918216
32047,pofadder_fulleri_GH/1866_1869_a3b,0.333960639,0.098688779,39667,0.333960639,0.098688779,0.184932038,0.046829726
32048,pofadder_fulleri_GH/1866_1869_a4a,0.27086115,0.083801108,25973,0.27086115,0.083801108,0.159827574,0.04079128
32049,pofadder_fulleri_GH/1866_1869_a4b,0.274428521,0.076335972,37157,0.274428521,0.076335972,0.167534806,0.039808371
32050,pofadder_fulleri_GH/1866_1869_b1,0.167416982,0.029447701,474,0.167416982,0.029447701,0.090135687,0.018134678
32051,pofadder_fulleri_GH/1866_1869_b10,0.294630003,0.145595418,17795,0.294630003,0.145595418,0.156051693,0.068751016
32052,pofadder_fulleri_GH/1866_1869_b11,0.099123942,0.040292406,421,0.099123942,0.040292406,0.062945667,0.01803762
32053,pofadder_fulleri_GH/1866_1869_b12,0.146049965,0.042530392,5526,0.146049965,0.042530392,0.086265258,0.025901771
32054,pofadder_fulleri_GH/1866_1869_b13,0.220423805,0.052968014,2629,0.220423805,0.052968014,0.118987402,0.028061794
32055,pofadder_fulleri_GH/1866_1869_b2,0.242027223,0.031872249,348,0.242027223,0.031872249,0.123201945,0.018021462
32056,pofadder_fulleri_GH/1866_1869_b3,0.247082995,0.091396137,5420,0.247082995,0.091396137,0.127942143,0.046285531
32057,pofadder_fulleri_GH/1866_1869_b4,0.192612926,0.074726208,16388,0.192612926,0.074726208,0.110277315,0.03928348
32058,pofadder_fulleri_GH/1866_1869_b5,0.229653708,0.061366167,4676,0.229653708,0.061366167,0.127797549,0.032576072
32059,pofadder_fulleri_GH/1866_1869_b6,0.281668553,0.111376421,4154,0.281668553,0.111376421,0.138523677,0.04598997
32060,pofadder_fulleri_GH/1866_1869_b7,0.250397062,0.056159287,1836,0.250397062,0.056159287,0.127900895,0.02796502
32061,pofadder_fulleri_GH/1866_1869_b8,0.218387156,0.082607851,622,0.218387156,0.082607851,0.106178896,0.044781678
32062,pofadder_fulleri_GH/1866_1869_b9,0.231470498,0.038261936,193,0.231470498,0.038261936,0.103061082,0.018019578
32063,pofadder_fulleri_GH/1866_1869_c1,0.119730768,0.049761724,19499,0.119730768,0.049761724,0.063742656,0.020341027
32064,pofadder_fulleri_GH/1866_1869_c12,0.143106346,0.062405974,8257,0.143106346,0.062405974,0.068265654,0.029130734
32065,pofadder_fulleri_GH/1866_1869_c3,0.143106346,0.062405974,8257,0.143106346,0.062405974,0.068265654,0.029130734
32066,pofadder_fulleri_GH/1866_1869_c4,0.124715392,0.04131033,10225,0.124715392,0.04131033,0.066703263,0.020146612
32067,pofadder_fulleri_GH/1878_1881_a1a,0.266416428,0.088522061,34075,0.266416428,0.088522061,0.1734856,0.042634401
32068,pofadder_fulleri_GH/1878_1881_a1b,0.240675781,0.067003445,33223,0.240675781,0.067003445,0.162223277,0.043623258
32069,pofadder_fulleri_GH/1878_1881_a2a,0.301854152,0.064552585,23852,0.301854152,0.064552585,0.189840316,0.040016925
32070,pofadder_fulleri_GH/1878_1881_a2b,0.285038503,0.062347479,29357,0.285038503,0.062347479,0.185500786,0.0365221
32071,pofadder_fulleri_GH/1878_1881_a3a,0.263156303,0.07396436,30157,0.263156303,0.07396436,0.182193895,0.047603447
32072,pofadder_fulleri_GH/1878_1881_a3b,0.249448299,0.071127909,20480,0.249448299,0.071127909,0.164971772,0.039412148
32073,pofadder_fulleri_GH/1878_1881_a4a,0.304852457,0.077671674,36995,0.304852457,0.077671674,0.196221288,0.045735933
32074,pofadder_fulleri_GH/1878_1881_a4b,0.240179554,0.083963681,27271,0.240179554,0.083963681,0.162091671,0.051400872
32075,pofadder_fulleri_GH/1878_1881_b1,0.255831286,0.074865482,1477,0.255831286,0.074865482,0.12297765,0.042665658
32076,pofadder_fulleri_GH/1878_1881_b10,0.289523111,0.103216284,11751,0.289523111,0.103216284,0.172431554,0.061464166
32077,pofadder_fulleri_GH/1878_1881_b11,0.355300238,0.129406336,3618,0.355300238,0.129406336,0.197682627,0.074115588
32078,pofadder_fulleri_GH/1878_1881_b12,0.256755782,0.079366568,332,0.256755782,0.079366568,0.114265148,0.0338871
32079,pofadder_fulleri_GH/1878_1881_b13,0.20544355,0.086935576,3245,0.20544355,0.086935576,0.109798022,0.045475137
32080,pofadder_fulleri_GH/1878_1881_b14,0.241251712,0.092993238,1732,0.241251712,0.092993238,0.111801265,0.045260451
32081,pofadder_fulleri_GH/1878_1881_b15,0.280549774,0.053129624,1558,0.280549774,0.053129624,0.136701026,0.025922463
32082,pofadder_fulleri_GH/1878_1881_b16,0.232700602,0.050649994,638,0.232700602,0.050649994,0.111662757,0.025076936
32083,pofadder_fulleri_GH/1878_1881_b17,0.196115705,0.056077746,12259,0.196115705,0.056077746,0.097429676,0.026611343
32084,pofadder_fulleri_GH/1878_1881_b18,0.373878454,0.097088038,591,0.373878454,0.097088038,0.189459509,0.051782094
32085,pofadder_fulleri_GH/1878_1881_b2,0.312967541,0.071532115,2826,0.312967541,0.071532115,0.164365608,0.037795139
32086,pofadder_fulleri_GH/1878_1881_b3,0.277751026,0.041162677,660,0.277751026,0.041162677,0.149437888,0.02832842
32087,pofadder_fulleri_GH/1878_1881_b4,0.241723575,0.107191486,5140,0.241723575,0.107191486,0.11875724,0.051606926
32088,pofadder_fulleri_GH/1878_1881_b5,0.143599849,0.018470137,200,0.143599849,0.018470137,0.068187533,0.007189162
32089,pofadder_fulleri_GH/1878_1881_b6,0.22191309,0.047126514,190,0.22191309,0.047126514,0.09017518,0.020972966
32090,pofadder_fulleri_GH/1878_1881_b7,0.184603898,0.029996493,267,0.184603898,0.029996493,0.096531877,0.014295326
32091,pofadder_fulleri_GH/1878_1881_b8,0.245825359,0.043486001,632,0.245825359,0.043486001,0.123516609,0.021048365
32092,pofadder_fulleri_GH/1878_1881_b9,0.192312856,0.044573778,749,0.192312856,0.044573778,0.08135565,0.019611086
32093,pofadder_fulleri_GH/1878_1881_c1,0.156495379,0.063666308,5982,0.156495379,0.063666308,0.070457236,0.028060274
32094,pofadder_fulleri_GH/1878_1881_c2,0.097305616,0.043695534,6158,0.097305616,0.043695534,0.048553377,0.020839482
32095,pofadder_fulleri_GH/1878_1881_c3,0.126553231,0.054579609,7352,0.126553231,0.054579609,0.056714339,0.024758305
32096,pofadder_fulleri_GH/1884_1887_a1a,0.212776318,0.071855998,57681,0.212776318,0.071855998,0.126161082,0.035174918
32097,pofadder_fulleri_GH/1884_1887_a1b,0.252502529,0.105044079,50736,0.252502529,0.105044079,0.145638107,0.052550338
32098,pofadder_fulleri_GH/1884_1887_a2a,0.244650023,0.086365022,45989,0.244650023,0.086365022,0.139877702,0.039865772
32099,pofadder_fulleri_GH/1884_1887_a2b,0.30182975,0.099436298,47930,0.30182975,0.099436298,0.160634487,0.047294365
32100,pofadder_fulleri_GH/1884_1887_b1,0.300782257,0.094258773,23882,0.300782257,0.094258773,0.165816961,0.049533317
32101,pofadder_fulleri_GH/1884_1887_b10,0.173712792,0.058271973,107143,0.173712792,0.058271973,0.131116397,0.042903886
32102,pofadder_fulleri_GH/1884_1887_b11,0.249274621,0.055626833,9355,0.249274621,0.055626833,0.117063635,0.028953884
32103,pofadder_fulleri_GH/1884_1887_b12,0.224095633,0.067578064,5776,0.224095633,0.067578064,0.133666432,0.040135264
32104,pofadder_fulleri_GH/1884_1887_b13,0.143654019,0.049549782,3117,0.143654019,0.049549782,0.073914895,0.027323739
32105,pofadder_fulleri_GH/1884_1887_b14,0.186328677,0.039457585,2352,0.186328677,0.039457585,0.095681913,0.019681979
32106,pofadder_fulleri_GH/1884_1887_b15,0.305736965,0.103281667,9676,0.305736965,0.103281667,0.182647562,0.069473351
32107,pofadder_fulleri_GH/1884_1887_b16,0.201200788,0.041473458,279,0.201200788,0.041473458,0.100953903,0.015765923
32108,pofadder_fulleri_GH/1884_1887_b17,0.277843601,0.064132425,5278,0.277843601,0.064132425,0.153404414,0.04224903
32109,pofadder_fulleri_GH/1884_1887_b18,0.218269534,0.102722235,4283,0.218269534,0.102722235,0.111157357,0.047360355
32110,pofadder_fulleri_GH/1884_1887_b19,0.246412153,0.047843291,20472,0.246412153,0.047843291,0.162624598,0.036230196
32111,pofadder_fulleri_GH/1884_1887_b2,0.205185262,0.084770143,7835,0.205185262,0.084770143,0.119130593,0.045986525
32112,pofadder_fulleri_GH/1884_1887_b20,0.228863918,0.065415247,2666,0.228863918,0.065415247,0.121043146,0.031520363
32113,pofadder_fulleri_GH/1884_1887_b21,0.313801064,0.079720095,649,0.313801064,0.079720095,0.144491262,0.042815285
32114,pofadder_fulleri_GH/1884_1887_b22,0.223067236,0.076764429,9810,0.223067236,0.076764429,0.132518174,0.049528217
32115,pofadder_fulleri_GH/1884_1887_b23,0.252743241,0.044209851,11790,0.252743241,0.044209851,0.171235485,0.030323639
32116,pofadder_fulleri_GH/1884_1887_b24,0.160907333,0.048268284,498,0.160907333,0.048268284,0.076300135,0.022906118
32117,pofadder_fulleri_GH/1884_1887_b3,0.22624047,0.074161646,19375,0.22624047,0.074161646,0.128765685,0.046274501
32118,pofadder_fulleri_GH/1884_1887_b4,0.28175256,0.08328498,5298,0.28175256,0.08328498,0.164898807,0.054597207
32119,pofadder_fulleri_GH/1884_1887_b5,0.19670218,0.027152234,744,0.19670218,0.027152234,0.089492418,0.014279784
32120,pofadder_fulleri_GH/1884_1887_b6,0.256662809,0.049789065,27751,0.256662809,0.049789065,0.176991331,0.032742618
32121,pofadder_fulleri_GH/1884_1887_b7,0.177399611,0.052104638,834,0.177399611,0.052104638,0.095892442,0.033384068
32122,pofadder_fulleri_GH/1884_1887_b8,0.174258002,0.038104348,696,0.174258002,0.038104348,0.077582101,0.015820978
32123,pofadder_fulleri_GH/1884_1887_b9,0.341432017,0.090667202,5931,0.341432017,0.090667202,0.199641953,0.053636532
32124,pofadder_fulleri_GH/1890_1893_a1a,0.27092965,0.09492188,47811,0.27092965,0.09492188,0.150533784,0.048814688
32125,pofadder_fulleri_GH/1890_1893_a1b,0.308492679,0.087566513,49533,0.308492679,0.087566513,0.170847065,0.044413321
32126,pofadder_fulleri_GH/1890_1893_b1,0.209539359,0.080284738,16070,0.209539359,0.080284738,0.111061903,0.039379814
32127,pofadder_fulleri_GH/1890_1893_b10,0.527079606,0.066316807,6454,0.527079606,0.066316807,0.344548553,0.049959647
32128,pofadder_fulleri_GH/1890_1893_b11,0.22240613,0.025840768,134,0.22240613,0.025840768,0.089471644,0.018318713
32129,pofadder_fulleri_GH/1890_1893_b12,0.203350909,0.053682209,369,0.203350909,0.053682209,0.088837772,0.021838583
32130,pofadder_fulleri_GH/1890_1893_b13,0.162253638,0.053491233,949,0.162253638,0.053491233,0.07013986,0.024899954
32131,pofadder_fulleri_GH/1890_1893_b14,0.27761626,0.057509178,1577,0.27761626,0.057509178,0.143129551,0.032798565
32132,pofadder_fulleri_GH/1890_1893_b15,0.215613579,0.047732427,482,0.215613579,0.047732427,0.100972679,0.027360454
32133,pofadder_fulleri_GH/1890_1893_b16,0.324059093,0.079286727,21170,0.324059093,0.079286727,0.184309413,0.050693362
32134,pofadder_fulleri_GH/1890_1893_b17,0.161697209,0.068773436,3276,0.161697209,0.068773436,0.067540029,0.030280539
32135,pofadder_fulleri_GH/1890_1893_b2,0.177720332,0.017113447,158,0.177720332,0.017113447,0.074967523,0.013043797
32136,pofadder_fulleri_GH/1890_1893_b3,0.195577743,0.066656991,2617,0.195577743,0.066656991,0.084518007,0.029490456
32137,pofadder_fulleri_GH/1890_1893_b4,0.186010382,0.039289532,527,0.186010382,0.039289532,0.080931478,0.020841695
32138,pofadder_fulleri_GH/1890_1893_b5,0.26057046,0.07232223,935,0.26057046,0.07232223,0.144568848,0.046227957
32139,pofadder_fulleri_GH/1890_1893_b6,0.23530132,0.083308226,6168,0.23530132,0.083308226,0.114260407,0.048003329
32140,pofadder_fulleri_GH/1890_1893_b7,0.30944424,0.110269531,4843,0.30944424,0.110269531,0.136130609,0.052047827
32141,pofadder_fulleri_GH/1890_1893_b8,0.196319509,0.052024812,322,0.196319509,0.052024812,0.100207466,0.032266333
32142,pofadder_fulleri_GH/1890_1893_b9,0.239596386,0.082353145,5238,0.239596386,0.082353145,0.131495294,0.044474828
32143,pofadder_fulleri_GH/1890_1893_c1,0.095483641,0.034328212,3114,0.095483641,0.034328212,0.032753768,0.014417274
32144,pofadder_fulleri_GH/1896_1899_a1a,0.295358727,0.079810369,25110,0.295358727,0.079810369,0.165924135,0.045425364
32145,pofadder_fulleri_GH/1896_1899_a1b,0.314338018,0.08347687,24185,0.314338018,0.08347687,0.177115438,0.044187313
32146,pofadder_fulleri_GH/1896_1899_a2a,0.251719343,0.071797539,25760,0.251719343,0.071797539,0.146983105,0.037913258
32147,pofadder_fulleri_GH/1896_1899_a2b,0.266991939,0.087723505,8902,0.266991939,0.087723505,0.159832928,0.039641714
32148,pofadder_fulleri_GH/1896_1899_b1,0.17115439,0.039962,339,0.17115439,0.039962,0.108225454,0.022928275
32149,pofadder_fulleri_GH/1896_1899_b2,0.319152442,0.063919227,367,0.319152442,0.063919227,0.136636139,0.025875556
32150,pofadder_fulleri_GH/1896_1899_b3,0.329990901,0.0591382,201,0.329990901,0.0591382,0.131456482,0.023512413
32151,pofadder_fulleri_GH/1896_1899_b4,0.227929944,0.037875264,475,0.227929944,0.037875264,0.111409175,0.019340415
32152,pofadder_fulleri_GH/1896_1899_b5,0.215923224,0.032498137,257,0.215923224,0.032498137,0.093685303,0.024127527
32153,pofadder_fulleri_GH/1896_1899_b6,0.262259542,0.05084913,1530,0.262259542,0.05084913,0.120901164,0.024648025
32154,pofadder_fulleri_GH/1896_1899_b7,0.216685599,0.064991511,198,0.216685599,0.064991511,0.113647216,0.027904823
32155,pofadder_fulleri_GH/1896_1899_b8,0.250715053,0.050389347,441,0.250715053,0.050389347,0.114806844,0.033230911
32156,pofadder_fulleri_GH/1896_1899_b9,0.230247292,0.038796675,378,0.230247292,0.038796675,0.1177392,0.024112889
32157,pofadder_fulleri_GH/1896_1899_c1,0.133659509,0.043293272,2680,0.133659509,0.043293272,0.061483912,0.01878224
32158,pofadder_fulleri_GH/1896_1899_c2,0.124904151,0.050712003,4290,0.124904151,0.050712003,0.058584488,0.02401964
32159,pofadder_fulleri_GH/1902_1905_a1a,0.294519073,0.080387054,18239,0.294519073,0.080387054,0.161713911,0.044434297
32160,pofadder_fulleri_GH/1902_1905_a1b,0.30129862,0.073677945,14883,0.30129862,0.073677945,0.166732859,0.042018213
32161,pofadder_fulleri_GH/1902_1905_a2a,0.254370035,0.06788835,21515,0.254370035,0.06788835,0.146139015,0.037415922
32162,pofadder_fulleri_GH/1902_1905_a2b,0.266853795,0.070557614,16537,0.266853795,0.070557614,0.150172556,0.036847652
32163,pofadder_fulleri_GH/1902_1905_b1,0.208301467,0.046738349,362,0.208301467,0.046738349,0.092813989,0.022176823
32164,pofadder_fulleri_GH/1902_1905_b10,0.349787068,0.059067824,384,0.349787068,0.059067824,0.17681057,0.045259634
